$LINK:NO	NAME	LINKBEHAVTYPE	DISPLAYTYPE	LEVEL	LENGTH2D	WKTLOCWGS84	WKTPOLYLINEWGS84
11536		1	1		33.029	POINT(144.5498457812 -37.6854233711)	LINESTRING(144.5497059056 -37.6853434103,144.5497088967 -37.6853530197,144.5497128719 -37.6853623411,144.5497177832 -37.6853713704,144.5497235826 -37.6853801041,144.5497302220 -37.6853885381,144.5497376536 -37.6853966688,144.5497458292 -37.6854044922,144.5497547009 -37.6854120045,144.5497642207 -37.6854192020,144.5497743406 -37.6854260807,144.5497850126 -37.6854326368,144.5497961886 -37.6854388666,144.5498078208 -37.6854447662,144.5498198610 -37.6854503317,144.5498322613 -37.6854555593,144.5498449737 -37.6854604452,144.5498579501 -37.6854649857,144.5498711426 -37.6854691767,144.5498845032 -37.6854730146,144.5498979839 -37.6854764954,144.5499115367 -37.6854796154,144.5499251135 -37.6854823707,144.5499386664 -37.6854847575,144.5499521473 -37.6854867720,144.5499655084 -37.6854884103,144.5499787015 -37.6854896686,144.5499916786 -37.6854905431,144.5500043919 -37.6854910299)
11537		1	1		17.063	POINT(144.5497280407 -37.6854178737)	LINESTRING(144.5497054075 -37.6853414539,144.5497067218 -37.6853468102,144.5497079554 -37.6853522020,144.5497091211 -37.6853576246,144.5497102314 -37.6853630732,144.5497112992 -37.6853685428,144.5497123370 -37.6853740288,144.5497133575 -37.6853795263,144.5497143734 -37.6853850304,144.5497153975 -37.6853905365,144.5497164423 -37.6853960396,144.5497175206 -37.6854015350,144.5497186451 -37.6854070179,144.5497198284 -37.6854124834,144.5497210831 -37.6854179267,144.5497224221 -37.6854233430,144.5497238580 -37.6854287276,144.5497254034 -37.6854340755,144.5497270710 -37.6854393821,144.5497288735 -37.6854446424,144.5497308236 -37.6854498517,144.5497329340 -37.6854550052,144.5497352174 -37.6854600980,144.5497376864 -37.6854651253,144.5497403537 -37.6854700824,144.5497432320 -37.6854749643,144.5497463340 -37.6854797664,144.5497496723 -37.6854844838,144.5497532597 -37.6854891117)
11542		1	1		22.265	POINT(144.5497444692 -37.6856888829)	LINESTRING(144.5497924287 -37.6855942724,144.5497908544 -37.6856106291,144.5497873200 -37.6856267115,144.5497820512 -37.6856425371,144.5497752735 -37.6856581236,144.5497672127 -37.6856734882,144.5497580942 -37.6856886487,144.5497481437 -37.6857036225,144.5497375868 -37.6857184270,144.5497266493 -37.6857330799,144.5497155565 -37.6857475985,144.5497045343 -37.6857620005,144.5496938082 -37.6857763033)
11544		1	1		21.897	POINT(144.5497986626 -37.6856393363)	LINESTRING(144.5499051259 -37.6855890053,144.5498984096 -37.6855896940,144.5498918346 -37.6855906974,144.5498853931 -37.6855919983,144.5498790770 -37.6855935797,144.5498728783 -37.6855954246,144.5498667890 -37.6855975157,144.5498608013 -37.6855998362,144.5498549070 -37.6856023689,144.5498490981 -37.6856050967,144.5498433668 -37.6856080026,144.5498377050 -37.6856110694,144.5498321047 -37.6856142802,144.5498265580 -37.6856176179,144.5498210569 -37.6856210653,144.5498155933 -37.6856246055,144.5498101593 -37.6856282213,144.5498047469 -37.6856318957,144.5497993481 -37.6856356116,144.5497939550 -37.6856393519,144.5497885595 -37.6856430996,144.5497831537 -37.6856468376,144.5497777295 -37.6856505489,144.5497722790 -37.6856542162,144.5497667943 -37.6856578227,144.5497612672 -37.6856613512,144.5497556899 -37.6856647846,144.5497500544 -37.6856681059,144.5497443526 -37.6856712980,144.5497385766 -37.6856743439,144.5497327184 -37.6856772264,144.5497267700 -37.6856799285,144.5497207234 -37.6856824331,144.5497145706 -37.6856847232,144.5497083037 -37.6856867817,144.5497019147 -37.6856885915,144.5496953956 -37.6856901355)
11549		1	1		21.426	POINT(144.5494731151 -37.6856702691)	LINESTRING(144.5495898933 -37.6856991213,144.5495558852 -37.6856950057,144.5495226665 -37.6856875346,144.5494899862 -37.6856778927,144.5494575285 -37.6856672591,144.5494249775 -37.6856568128,144.5493920174 -37.6856477329,144.5493583323 -37.6856411987)
11550		1	1		14.464	POINT(144.5497506101 -37.6856490928)	LINESTRING(144.5497924287 -37.6855942724,144.5497882572 -37.6856148535,144.5497777803 -37.6856349619,144.5497621220 -37.6856535720,144.5497424062 -37.6856696582,144.5497197569 -37.6856821948,144.5496952981 -37.6856901563)
11551		1	1		28.533	POINT(144.5498436587 -37.6854712883)	LINESTRING(144.5496846445 -37.6854513639,144.5497303545 -37.6854574637,144.5497759612 -37.6854643934,144.5498215346 -37.6854715689,144.5498671448 -37.6854784057,144.5499128618 -37.6854843197,144.5499587557 -37.6854887264,144.5500048965 -37.6854910416)
11552		1	1		12.937	POINT(144.5480974043 -37.6922049187)	LINESTRING(144.5480533108 -37.6922488394,144.5480599421 -37.6922328113,144.5480711007 -37.6922179322,144.5480859324 -37.6922044937,144.5481035831 -37.6921927875,144.5481231986 -37.6921831054,144.5481439248 -37.6921757391,144.5481557369 -37.6921724588)
11553		1	1		13.396	POINT(144.5480953205 -37.6921787441)	LINESTRING(144.5480294198 -37.6922096074,144.5480500025 -37.6922049615,144.5480701819 -37.6921982815,144.5480894792 -37.6921897311,144.5481074161 -37.6921794737,144.5481235136 -37.6921676730,144.5481372933 -37.6921544926,144.5481482765 -37.6921400959)
11554		1	1		14.731	POINT(144.5481002784 -37.6921916266)	LINESTRING(144.5480536920 -37.6922472985,144.5480609982 -37.6922298649,144.5480728324 -37.6922140162,144.5480877279 -37.6921992110,144.5481042179 -37.6921849083,144.5481208356 -37.6921705669,144.5481361142 -37.6921556457,144.5481485869 -37.6921396035)
11555		1	1		12.198	POINT(144.5480943620 -37.6921906834)	LINESTRING(144.5480295003 -37.6922095934,144.5480485231 -37.6922054254,144.5480670755 -37.6921999702,144.5480853490 -37.6921937555,144.5481035352 -37.6921873089,144.5481218258 -37.6921811580,144.5481404123 -37.6921758306,144.5481594863 -37.6921718543)
11556		1	1		8.651	POINT(144.5480794900 -37.6923780024)	LINESTRING(144.5481166605 -37.6924011346,144.5481061101 -37.6923964130,144.5480959364 -37.6923908619,144.5480863278 -37.6923845553,144.5480774728 -37.6923775675,144.5480695597 -37.6923699725,144.5480627770 -37.6923618445,144.5480573132 -37.6923532575,144.5480533570 -37.6923442857)
11557		1	1		14.245	POINT(144.5480521718 -37.6923712701)	LINESTRING(144.5480971128 -37.6924244827,144.5480928423 -37.6924145564,144.5480876934 -37.6924047686,144.5480817112 -37.6923951768,144.5480749406 -37.6923858386,144.5480674270 -37.6923768114,144.5480592153 -37.6923681529,144.5480503506 -37.6923599205,144.5480408782 -37.6923521718,144.5480308431 -37.6923449643,144.5480202903 -37.6923383556,144.5480092651 -37.6923324031,144.5479978125 -37.6923271646)
11558		1	1		9.858	POINT(144.5480752244 -37.6923853556)	LINESTRING(144.5480975943 -37.6924257415,144.5480533454 -37.6923442389)
11559		1	1		13.488	POINT(144.5480556522 -37.6923642834)	LINESTRING(144.5481166605 -37.6924011346,144.5480902373 -37.6923896828,144.5480668084 -37.6923741249,144.5480445805 -37.6923568435,144.5480217603 -37.6923402209,144.5479965544 -37.6923266395)
11560		1	1		14.769	POINT(144.5483023323 -37.6923851358)	LINESTRING(144.5483531971 -37.6923393688,144.5483454728 -37.6923566130,144.5483332292 -37.6923732344,144.5483172883 -37.6923884496,144.5482984719 -37.6924014755,144.5482776019 -37.6924115287,144.5482555002 -37.6924178261,144.5482329888 -37.6924195844)
11561		1	1		17.172	POINT(144.5483012486 -37.6924040943)	LINESTRING(144.5483531971 -37.6923393688,144.5483435995 -37.6923595675,144.5483289158 -37.6923780495,144.5483111456 -37.6923954946,144.5482922884 -37.6924125825,144.5482743438 -37.6924299931,144.5482593112 -37.6924484062,144.5482491904 -37.6924685015)
11562		1	1		16.706	POINT(144.5483184722 -37.6923871705)	LINESTRING(144.5484006899 -37.6923545131,144.5483752711 -37.6923608239,144.5483513431 -37.6923713891,144.5483282896 -37.6923842526,144.5483054942 -37.6923974583,144.5482823407 -37.6924090501,144.5482582128 -37.6924170718,144.5482324943 -37.6924195673)
11563		1	1		11.106	POINT(144.5483098152 -37.6922039510)	LINESTRING(144.5482590874 -37.6921753545,144.5482754422 -37.6921808159,144.5482911946 -37.6921878963,144.5483059964 -37.6921964265,144.5483194995 -37.6922062371,144.5483313558 -37.6922171587,144.5483412171 -37.6922290222,144.5483487352 -37.6922416582)
11564		1	1		10.803	POINT(144.5483292066 -37.6921969367)	LINESTRING(144.5483102468 -37.6921497309,144.5483137839 -37.6921632861,144.5483183568 -37.6921766467,144.5483237387 -37.6921898501,144.5483297029 -37.6922029337,144.5483360227 -37.6922159348,144.5483424714 -37.6922288908,144.5483488088 -37.6922418429)
11565		1	1		15.393	POINT(144.5483321600 -37.6922111117)	LINESTRING(144.5482574258 -37.6921748929,144.5482801198 -37.6921827636,144.5483014868 -37.6921927849,144.5483220182 -37.6922041755,144.5483422055 -37.6922161543,144.5483625401 -37.6922279401,144.5483835135 -37.6922387517,144.5484056171 -37.6922478081)
11567		1	1		12.520	POINT(144.5495196547 -37.6854841623)	LINESTRING(144.5494809736 -37.6855287810,144.5494835898 -37.6855213117,144.5494870180 -37.6855138361,144.5494912104 -37.6855064300,144.5494961191 -37.6854991693,144.5495016962 -37.6854921296,144.5495078939 -37.6854853868,144.5495146644 -37.6854790167,144.5495219598 -37.6854730951,144.5495297322 -37.6854676978,144.5495379338 -37.6854629007,144.5495465167 -37.6854587795,144.5495554331 -37.6854554099,144.5495646352 -37.6854528680,144.5495740750 -37.6854512293)
11568		1	1		7.762	POINT(144.5497256909 -37.6854671546)	LINESTRING(144.5496837639 -37.6854512583,144.5496897956 -37.6854521778,144.5496957645 -37.6854534695,144.5497016472 -37.6854551118,144.5497074207 -37.6854570830,144.5497130618 -37.6854593615,144.5497185473 -37.6854619256,144.5497238541 -37.6854647537,144.5497289590 -37.6854678242,144.5497338389 -37.6854711152,144.5497384705 -37.6854746053,144.5497428309 -37.6854782727,144.5497468967 -37.6854820958,144.5497506449 -37.6854860529,144.5497540522 -37.6854901224)
11573		1	1		18.281	POINT(144.5666532944 -37.6934366482)	LINESTRING(144.5665988860 -37.6933730684,144.5665979609 -37.6933856163,144.5666001971 -37.6933982349,144.5666052681 -37.6934107378,144.5666128473 -37.6934229385,144.5666226080 -37.6934346504,144.5666342236 -37.6934456871,144.5666473676 -37.6934558621,144.5666617133 -37.6934649889,144.5666769342 -37.6934728809,144.5666927037 -37.6934793517,144.5667086950 -37.6934842148,144.5667245817 -37.6934872836)
11575		1	1		13.622	POINT(144.5677957276 -37.6874605161)	LINESTRING(144.5677644287 -37.6874065665,144.5677643492 -37.6874261256,144.5677708376 -37.6874464559,144.5677828806 -37.6874658498,144.5677994647 -37.6874825993,144.5678195767 -37.6874949965,144.5678422031 -37.6875013336)
11576		1	1		43.344	POINT(144.5675291752 -37.6876427234)	LINESTRING(144.5674132494 -37.6874907403,144.5674316094 -37.6874938257,144.5674492455 -37.6874985073,144.5674661442 -37.6875046876,144.5674822915 -37.6875122696,144.5674976738 -37.6875211557,144.5675122772 -37.6875312487,144.5675260879 -37.6875424513,144.5675390923 -37.6875546662,144.5675512764 -37.6875677961,144.5675626266 -37.6875817436,144.5675731290 -37.6875964115,144.5675827698 -37.6876117024,144.5675915354 -37.6876275191,144.5675994119 -37.6876437642,144.5676063855 -37.6876603404,144.5676124424 -37.6876771504,144.5676175690 -37.6876940969,144.5676217513 -37.6877110826,144.5676249756 -37.6877280101,144.5676272282 -37.6877447823,144.5676284953 -37.6877613017,144.5676287630 -37.6877774710,144.5676280176 -37.6877931930,144.5676262454 -37.6878083703)
11581		1	1		5.847	POINT(144.5670639439 -37.6883543361)	LINESTRING(144.5670422244 -37.6883677640,144.5670461121 -37.6883659267,144.5670509307 -37.6883635685,144.5670557686 -37.6883611893,144.5670606365 -37.6883588295,144.5670655446 -37.6883565298,144.5670705035 -37.6883543307,144.5670755236 -37.6883522729,144.5670806154 -37.6883503969,144.5670857893 -37.6883487432,144.5670910557 -37.6883473525,144.5670964251 -37.6883462653,144.5671019079 -37.6883455222)
11585		1	1		23.504	POINT(144.5423903629 -37.6859688925)	LINESTRING(144.5422571741 -37.6859765399,144.5422952361 -37.6859741446,144.5423333102 -37.6859718740,144.5423713933 -37.6859696957,144.5424094823 -37.6859675772,144.5424475739 -37.6859654861,144.5424856650 -37.6859633897,144.5425237523 -37.6859612556)
11586		1	1		23.843	POINT(144.5424024844 -37.6860057803)	LINESTRING(144.5425379708 -37.6860001653,144.5424993173 -37.6860021066,144.5424606286 -37.6860036165,144.5424219207 -37.6860048867,144.5423832096 -37.6860061090,144.5423445111 -37.6860074753,144.5423058415 -37.6860091773,144.5422672164 -37.6860114069)
11587		1	1		12.438	POINT(144.5423299075 -37.6860333231)	LINESTRING(144.5423749169 -37.6860685444,144.5423704192 -37.6860544459,144.5423599595 -37.6860417432,144.5423449111 -37.6860307875,144.5423266673 -37.6860219291,144.5423066211 -37.6860155184,144.5422861659 -37.6860119057,144.5422666948 -37.6860114415)
11588		1	1		18.468	POINT(144.5423448408 -37.6860140674)	LINESTRING(144.5422569295 -37.6859765558,144.5422856783 -37.6859774724,144.5423156136 -37.6859833625,144.5423447761 -37.6859935846,144.5423712064 -37.6860074973,144.5423929450 -37.6860244590,144.5424080324 -37.6860438282,144.5424145195 -37.6860649630)
11589		1	1		12.834	POINT(144.5424686987 -37.6860415640)	LINESTRING(144.5425414083 -37.6860315484,144.5425202185 -37.6860324081,144.5424963407 -37.6860333131,144.5424720020 -37.6860350473,144.5424494293 -37.6860383948,144.5424308497 -37.6860441394,144.5424184904 -37.6860530652,144.5424146015 -37.6860659549)
11590		1	1		19.065	POINT(144.5424405470 -37.6860067467)	LINESTRING(144.5423747964 -37.6860669853,144.5423783930 -37.6860447321,144.5423910780 -37.6860236369,144.5424109304 -37.6860044350,144.5424360371 -37.6859878611,144.5424644853 -37.6859746500,144.5424943621 -37.6859655365,144.5425237545 -37.6859612555)
11591		1	1		11.731	POINT(144.5438981822 -37.6859186698)	LINESTRING(144.5439648409 -37.6859162989,144.5439458253 -37.6859172509,144.5439267877 -37.6859179151,144.5439077370 -37.6859184094,144.5438886825 -37.6859188515,144.5438696332 -37.6859193595,144.5438505982 -37.6859200511,144.5438315866 -37.6859210441)
11592		1	1		25.464	POINT(144.5439026062 -37.6858775415)	LINESTRING(144.5437586368 -37.6858896711,144.5437998403 -37.6858868394,144.5438409723 -37.6858833848,144.5438820612 -37.6858795542,144.5439231355 -37.6858755945,144.5439642234 -37.6858717527,144.5440053533 -37.6858682757,144.5440465535 -37.6858654104)
11594		1	1		15.517	POINT(144.5438295764 -37.6858585485)	LINESTRING(144.5437556873 -37.6858898454,144.5437801432 -37.6858868233,144.5438059533 -37.6858806784,144.5438311293 -37.6858716945,144.5438536829 -37.6858601552,144.5438716258 -37.6858463440,144.5438829699 -37.6858305446,144.5438857268 -37.6858130407)
11595		1	1		12.309	POINT(144.5439861096 -37.6858423909)	LINESTRING(144.5439423771 -37.6858065487,144.5439472688 -37.6858206251,144.5439576195 -37.6858334917,144.5439721975 -37.6858447381,144.5439897709 -37.6858539540,144.5440091082 -37.6858607290,144.5440289774 -37.6858646527,144.5440481470 -37.6858653147)
11596		1	1		14.499	POINT(144.5439169709 -37.6858722017)	LINESTRING(144.5439663865 -37.6859162066,144.5439462742 -37.6859136012,144.5439291751 -37.6859042869,144.5439150032 -37.6858898960,144.5439036725 -37.6858720610,144.5438950971 -37.6858524142,144.5438891910 -37.6858325880,144.5438858682 -37.6858142148)
11597		1	1		17.354	POINT(144.5438949404 -37.6858715916)	LINESTRING(144.5439425362 -37.6858078698,144.5439413118 -37.6858289680,144.5439334136 -37.6858505266,144.5439198917 -37.6858712851,144.5439017964 -37.6858899829,144.5438801779 -37.6859053596,144.5438560864 -37.6859161545,144.5438305723 -37.6859211072)
11598		1	1		22.578	POINT(144.5468489527 -37.6856877995)	LINESTRING(144.5467209838 -37.6856947008,144.5467575455 -37.6856923976,144.5467941304 -37.6856903357,144.5468307309 -37.6856884371,144.5468673397 -37.6856866235,144.5469039494 -37.6856848166,144.5469405526 -37.6856829384,144.5469771419 -37.6856809106)
11599		1	1		22.963	POINT(144.5468563454 -37.6857316365)	LINESTRING(144.5469865028 -37.6857219278,144.5469493222 -37.6857243184,144.5469121656 -37.6857269314,144.5468750270 -37.6857297109,144.5468379003 -37.6857326007,144.5468007797 -37.6857355448,144.5467636592 -37.6857384872,144.5467265327 -37.6857413718)
11600		1	1		13.144	POINT(144.5467652285 -37.6856570713)	LINESTRING(144.5467181219 -37.6856948926,144.5467370400 -37.6856908410,144.5467542219 -37.6856820407,144.5467691472 -37.6856695793,144.5467812954 -37.6856545446,144.5467901461 -37.6856380240,144.5467951789 -37.6856211053,144.5467958733 -37.6856048760)
11601		1	1		16.040	POINT(144.5469058746 -37.6856460115)	LINESTRING(144.5468490189 -37.6855981311,144.5468548785 -37.6856168049,144.5468674716 -37.6856344137,144.5468853600 -37.6856502202,144.5469071054 -37.6856634872,144.5469312697 -37.6856734777,144.5469564144 -37.6856794544,144.5469811015 -37.6856806802)
11602		1	1		20.898	POINT(144.5467950556 -37.6856771974)	LINESTRING(144.5468490615 -37.6855985315,144.5468479223 -37.6856243096,144.5468398259 -37.6856511122,144.5468256235 -37.6856772539,144.5468061661 -37.6857010494,144.5467823051 -37.6857208135,144.5467548916 -37.6857348607,144.5467247768 -37.6857415059)
11603		1	1		23.044	POINT(144.5468824094 -37.6856700313)	LINESTRING(144.5469872398 -37.6857218830,144.5469516979 -37.6857202802,144.5469153504 -37.6857119606,144.5468803218 -37.6856979351,144.5468487366 -37.6856792149,144.5468227193 -37.6856568108,144.5468043942 -37.6856317341,144.5467958860 -37.6856049957)
11604		1	1		1.001	POINT(144.5677751029 -37.6870491241)	LINESTRING(144.5677759885 -37.6870446726,144.5677742172 -37.6870535756)
11605		1	1		1.001	POINT(144.5673395830 -37.6887815257)	LINESTRING(144.5673388826 -37.6887859978,144.5673402834 -37.6887770537)
11607		1	1		1.063	POINT(144.5669963110 -37.6874244884)	LINESTRING(144.5669904616 -37.6874236183,144.5670023579 -37.6874253090)
11608	Western Fwy	1	1		1.002	POINT(144.5669112326 -37.6916667690)	LINESTRING(144.5669121183 -37.6916623178,144.5669103468 -37.6916712203)
11609		1	1		29.194	POINT(144.5497931908 -37.6856787726)	LINESTRING(144.5499075569 -37.6855888171,144.5498964018 -37.6855900667,144.5498856277 -37.6855920338,144.5498752207 -37.6855946821,144.5498651669 -37.6855979756,144.5498554525 -37.6856018779,144.5498460634 -37.6856063529,144.5498369858 -37.6856113645,144.5498282058 -37.6856168764,144.5498197095 -37.6856228526,144.5498114830 -37.6856292567,144.5498035123 -37.6856360526,144.5497957836 -37.6856432041,144.5497882830 -37.6856506751,144.5497809965 -37.6856584293,144.5497739103 -37.6856664307,144.5497670104 -37.6856746429,144.5497602830 -37.6856830299,144.5497537141 -37.6856915554,144.5497472898 -37.6857001833,144.5497409962 -37.6857088773,144.5497348195 -37.6857176013,144.5497287457 -37.6857263192,144.5497227609 -37.6857349947,144.5497168512 -37.6857435916,144.5497110027 -37.6857520738,144.5497052015 -37.6857604051,144.5496994336 -37.6857685493,144.5496936853 -37.6857764702)
11611		1	1		14.141	POINT(144.5483525075 -37.6922048333)	LINESTRING(144.5483104696 -37.6921507654,144.5483159801 -37.6921679689,144.5483248131 -37.6921847490,144.5483365860 -37.6922006897,144.5483509163 -37.6922153752,144.5483674217 -37.6922283897,144.5483857195 -37.6922393174,144.5484054274 -37.6922477423)
11612		1	1		19.413	POINT(144.5483175782 -37.6924065002)	LINESTRING(144.5484011742 -37.6923544483,144.5483718909 -37.6923609146,144.5483438410 -37.6923718953,144.5483177902 -37.6923866728,144.5482945041 -37.6924045300,144.5482747485 -37.6924247493,144.5482592891 -37.6924466136,144.5482488914 -37.6924694055)
11619		1	1		16.164	POINT(144.7016942755 -37.7478027024)	LINESTRING(144.7017134740 -37.7477358588,144.7017013413 -37.7477539223,144.7016918545 -37.7477731337,144.7016848800 -37.7477931997,144.7016802848 -37.7478138272,144.7016779354 -37.7478347228,144.7016776986 -37.7478555933,144.7016794387 -37.7478762119)
11622	High St	139	1		1.001	POINT(144.6053580971 -37.6911241692)	LINESTRING(144.6053598069 -37.6911297595,144.6053538910 -37.6911220605)
11623	Hopkins Rd	1	1		1.001	POINT(144.7011807327 -37.7474908471)	LINESTRING(144.7011785566 -37.7474853240,144.7011841453 -37.7474931705)
11624	Hopkins Rd	1	1		2.967	POINT(144.7017547792 -37.7483826373)	LINESTRING(144.7017511809 -37.7483694629,144.7017585211 -37.7483955058)
11625	Hopkins Rd	1	1		1.942	POINT(144.7014972664 -37.7484279765)	LINESTRING(144.7015032144 -37.7484355330,144.7014908068 -37.7484210851)
11627		1	1		2.813	POINT(144.5664560337 -37.6886788975)	LINESTRING(144.5664416912 -37.6886852004,144.5664692299 -37.6886723257)
11629		1	1		6.589	POINT(144.5673951123 -37.6881593681)	LINESTRING(144.5673574726 -37.6881656638,144.5673751865 -37.6881637475,144.5673912443 -37.6881609961,144.5674054804 -37.6881571743,144.5674160894 -37.6881512395,144.5674212655 -37.6881421491)
11630		1	1		13.592	POINT(144.5674345024 -37.6881677412)	LINESTRING(144.5673576495 -37.6881656003,144.5674006836 -37.6881688594,144.5674350185 -37.6881717509,144.5674658180 -37.6881725649,144.5674888462 -37.6881673785,144.5674998674 -37.6881522686)
11631		1	1		42.097	POINT(144.5308548350 -37.6862323860)	LINESTRING(144.5310404920 -37.6861550961,144.5310339101 -37.6862102282,144.5309675712 -37.6862504167,144.5308656943 -37.6862774908,144.5307524988 -37.6862932798,144.5306500256 -37.6862996692)
11634	Leakes Rd	1	1		5.349	POINT(144.6515022737 -37.7228774893)	LINESTRING(144.6514890943 -37.7228991627,144.6515154690 -37.7228558077)
11635	Western Fwy	3	1		1.001	POINT(144.6176090831 -37.7000793642)	LINESTRING(144.6176132837 -37.7000823995,144.6176048824 -37.7000763289)
11636	Western Hwy	3	1		2.397	POINT(144.6645976723 -37.7314150203)	LINESTRING(144.6646085352 -37.7314214875,144.6645872676 -37.7314079976)
11637		1	1		41.080	POINT(144.6549849386 -37.7191281036)	LINESTRING(144.6551954151 -37.7190703235,144.6551178430 -37.7190677989,144.6550343559 -37.7190733345,144.6549524696 -37.7190880564,144.6548796996 -37.7191130910,144.6548235617 -37.7191495642,144.6547915715 -37.7191986024)
11638		1	1		39.169	POINT(144.6550459966 -37.7188773785)	LINESTRING(144.6548976571 -37.7187655524,144.6548998751 -37.7188163970,144.6549340501 -37.7188613421,144.6549911093 -37.7189005632,144.6550619568 -37.7189334219,144.6551374967 -37.7189592800,144.6552086330 -37.7189774993)
11639		1	1		40.254	POINT(144.6545553078 -37.7189073084)	LINESTRING(144.6545257306 -37.7190870342,144.6545344606 -37.7190270851,144.6545422521 -37.7189670083,144.6545505728 -37.7189069808,144.6545600499 -37.7188470944,144.6545713102 -37.7187874408,144.6545849810 -37.7187281116)
11640		1	1		49.869	POINT(144.6548054697 -37.7189766470)	LINESTRING(144.6548595703 -37.7187560575,144.6547512638 -37.7191963872)
11642	Leakes Rd	1	1		13.600	POINT(144.6546448290 -37.7195289384)	LINESTRING(144.6546658063 -37.7194697549,144.6546233615 -37.7195873923)
11643		1	1		12.863	POINT(144.6551930912 -37.7190248452)	LINESTRING(144.6552174727 -37.7190722137,144.6552074654 -37.7190690574,144.6551991397 -37.7190620570,144.6551925530 -37.7190521312,144.6551877628 -37.7190401987,144.6551848265 -37.7190271782,144.6551838013 -37.7190139884,144.6551847448 -37.7190015479,144.6551877144 -37.7189907756,144.6551927673 -37.7189825901,144.6551999610 -37.7189779101,144.6552093529 -37.7189776543)
12430		2	2		1.013	POINT(144.7407247666 -37.7628847315)	LINESTRING(144.7407224775 -37.7628805516,144.7407270556 -37.7628889114)
12431		3	1		0.651	POINT(144.7404596227 -37.7623454446)	LINESTRING(144.7404584914 -37.7623423890,144.7404612084 -37.7623478347)
12432		2	2		1.000	POINT(144.7409135786 -37.7632442820)	LINESTRING(144.7409110374 -37.7632402584,144.7409161198 -37.7632483056)
12433		3	1		0.987	POINT(144.6990394183 -37.7443431285)	LINESTRING(144.6990361487 -37.7443390660,144.6990443143 -37.7443451537)
12434		2	2		1.763	POINT(144.6994186486 -37.7445848949)	LINESTRING(144.6994110180 -37.7445797267,144.6994271959 -37.7445890847)
12435	Western Fwy	3	1		1.322	POINT(144.7021981491 -37.7458090931)	LINESTRING(144.7021913548 -37.7458066076,144.7022050176 -37.7458115649)
12438	Western Fwy	3	1		1.720	POINT(144.7037177124 -37.7463878272)	LINESTRING(144.7037091099 -37.7463842482,144.7037265950 -37.7463911877)
12439		2	2		4.889	POINT(144.7004649697 -37.7450201072)	LINESTRING(144.7004401701 -37.7450102989,144.7004899427 -37.7450298851)
12440		3	1		174.633	POINT(144.6541049017 -37.7241405238)	LINESTRING(144.6536022213 -37.7234647977,144.6536645665 -37.7235980114,144.6537328461 -37.7237301273,144.6538071036 -37.7238607097,144.6538873827 -37.7239893231,144.6539737269 -37.7241155322,144.6540661798 -37.7242389012,144.6541647850 -37.7243589949,144.6542695860 -37.7244753776,144.6543806264 -37.7245876140,144.6544979499 -37.7246952684,144.6546222649 -37.7247973532)
12441		2	2		1.051	POINT(144.6067005217 -37.6949439780)	LINESTRING(144.6066964328 -37.6949408690,144.6067063738 -37.6949461230)
12442	Western Hwy	3	1		2.611	POINT(144.7320271292 -37.7546714562)	LINESTRING(144.7320363713 -37.7546805816,144.7320171976 -37.7546626572)
12443		1	1		1.001	POINT(144.7392543835 -37.7637322338)	LINESTRING(144.7392588209 -37.7637294129,144.7392499450 -37.7637350544)
12445		3	1		1.001	POINT(144.7411215135 -37.7644741898)	LINESTRING(144.7411253278 -37.7644775323,144.7411176991 -37.7644708473)
12446		1	1		1.001	POINT(144.7393468656 -37.7636305120)	LINESTRING(144.7393489247 -37.7636263148,144.7393448061 -37.7636347088)
12450		1	1		26.150	POINT(144.7393660257 -37.7580242671)	LINESTRING(144.7394303824 -37.7581263515,144.7394222324 -37.7580676963,144.7393946264 -37.7580091745,144.7393493600 -37.7579619132,144.7392882285 -37.7579370397)
12452		1	1		14.730	POINT(144.7394378912 -37.7577896127)	LINESTRING(144.7393740386 -37.7578274066,144.7393993324 -37.7578179792,144.7394249151 -37.7578065799,144.7394487872 -37.7577931454,144.7394689490 -37.7577776126,144.7394834006 -37.7577599183,144.7394901426 -37.7577399995)
12453		1	1		32.801	POINT(144.7394062625 -37.7578971005)	LINESTRING(144.7395602230 -37.7578458326,144.7395513683 -37.7578703131,144.7395328408 -37.7578903847,144.7395063079 -37.7579063579,144.7394734370 -37.7579185433,144.7394358952 -37.7579272515,144.7393953501 -37.7579327930,144.7393534689 -37.7579354785,144.7393119190 -37.7579356184,144.7392723678 -37.7579335234,144.7392364825 -37.7579295041)
12456		1	1		31.787	POINT(144.7394777055 -37.7563523041)	LINESTRING(144.7395797883 -37.7564630622,144.7395788961 -37.7564363814,144.7395710836 -37.7564102297,144.7395572178 -37.7563848969,144.7395381659 -37.7563606729,144.7395147949 -37.7563378476,144.7394879719 -37.7563167107,144.7394585640 -37.7562975521,144.7394274382 -37.7562806617,144.7393954616 -37.7562663293,144.7393635014 -37.7562548447)
12457		1	1		14.139	POINT(144.7388411562 -37.7633674171)	LINESTRING(144.7387676064 -37.7633968364,144.7387931739 -37.7633927732,144.7388173900 -37.7633848242,144.7388404814 -37.7633740191,144.7388626748 -37.7633613871,144.7388841971 -37.7633479579,144.7389052749 -37.7633347608)
12458		3	1		1.002	POINT(144.7033134633 -37.7475949948)	LINESTRING(144.7033190996 -37.7475943528,144.7033078270 -37.7475956369)
