$LINK:NO	NAME	LINKBEHAVTYPE	DISPLAYTYPE	LEVEL	LENGTH2D	WKTLOCWGS84	WKTPOLYLINEWGS84
517	High St	1	1	1	139.915	POINT(144.6034053614 -37.6898800223)	LINESTRING(144.6028509100 -37.6894297470,144.6033876836 -37.6898285624,144.6037342411 -37.6901213691,144.6039564341 -37.6903331366)
518	Leakes Rd	1	1	1	27.627	POINT(144.6530115774 -37.7216366362)	LINESTRING(144.6531186413 -37.7215457110,144.6529045136 -37.7217275613)
525	Ferris Rd	1	1	1	85.421	POINT(144.6032340386 -37.6995872087)	LINESTRING(144.6033044829 -37.6992069742,144.6031635943 -37.6999674412)
526	Ferris Rd	1	1	1	43.365	POINT(144.6034135383 -37.6986262561)	LINESTRING(144.6034446118 -37.6984327164,144.6033824649 -37.6988197954)
527	Zone connector	1	1	1	75.284	POINT(144.6030849305 -37.6995414251)	LINESTRING(144.6030180781 -37.6998759596,144.6031517830 -37.6992068891)
528		1	1	1	41.627	POINT(144.6028871624 -37.6988679805)	LINESTRING(144.6026568058 -37.6988355884,144.6028298471 -37.6988704131,144.6031223418 -37.6988996491)
529		2	2	1	95.892	POINT(144.6085281967 -37.6955035051)	LINESTRING(144.6080042047 -37.6953842613,144.6090521888 -37.6956227488)
530	Melton Hwy	1	1	1	35.848	POINT(144.6044505981 -37.6928786562)	LINESTRING(144.6044801075 -37.6927190661,144.6044210887 -37.6930382460)
531	Western Hwy	3	1	1	835.604	POINT(144.6372417180 -37.7136546554)	LINESTRING(144.6337230428 -37.7111291122,144.6349079448 -37.7119825902,144.6364916510 -37.7131220894,144.6400303586 -37.7156381484,144.6407596904 -37.7161806270)
532	Western Hwy	3	1	1	72.206	POINT(144.6249184200 -37.7047943877)	LINESTRING(144.6246135237 -37.7045768602,144.6252233162 -37.7050119146)
533		1	1	1	17.771	POINT(144.6281822232 -37.7067440194)	LINESTRING(144.6280886289 -37.7067741442,144.6281354260 -37.7067590818,144.6281822232 -37.7067440194,144.6282290204 -37.7067289570,144.6282758175 -37.7067138946)
536	Western Hwy	3	1	1	132.470	POINT(144.6378989449 -37.7146553391)	LINESTRING(144.6384570839 -37.7150554423,144.6373408059 -37.7142552338)
537	Western Hwy	3	1	1	174.698	POINT(144.6356890191 -37.7130753641)	LINESTRING(144.6364328727 -37.7135961344,144.6349451654 -37.7125545901)
538	Leakes Rd	1	1	1	115.342	POINT(144.6514481455 -37.7269666460)	LINESTRING(144.6508992178 -37.7266835438,144.6513478658 -37.7268765123,144.6516050657 -37.7270101951,144.6517849876 -37.7271157690,144.6519903597 -37.7272533834)
539	Leakes Rd	1	1	1	123.858	POINT(144.6516330300 -37.7254750717)	LINESTRING(144.6523321956 -37.7254526519,144.6521591226 -37.7254758955,144.6519828576 -37.7254960428,144.6518049188 -37.7255109039,144.6516268245 -37.7255182890,144.6514500932 -37.7255160084,144.6512762431 -37.7255018722,144.6511067927 -37.7254736908,144.6509432602 -37.7254292742)
542	Leakes Rd	1	1	1	43.056	POINT(144.6527632817 -37.7282480816)	LINESTRING(144.6526751281 -37.7280689688,144.6527882729 -37.7282761518,144.6528500354 -37.7284301588)
543	Leakes Rd	1	1	1	21.413	POINT(144.6529255573 -37.7289147948)	LINESTRING(144.6529439153 -37.7290099887,144.6529071993 -37.7288196009)
600	Leakes Rd	1	1	1	62.016	POINT(144.6535770635 -37.7211382524)	LINESTRING(144.6538042501 -37.7209249385,144.6536906568 -37.7210315955,144.6535770635 -37.7211382524,144.6534634702 -37.7212449091,144.6533498770 -37.7213515657)
601	Leakes Rd	1	1	1	52.680	POINT(144.6548297986 -37.7174806963)	LINESTRING(144.6547920665 -37.7177157497,144.6548675308 -37.7172456422)
602	Leakes Rd	1	1	1	60.749	POINT(144.6547532198 -37.7180889625)	LINESTRING(144.6547116989 -37.7183602143,144.6547947406 -37.7178177097)
603	Leakes Rd	1	1	1	20.613	POINT(144.6554026811 -37.7158309979)	LINESTRING(144.6554179662 -37.7157390738,144.6553873959 -37.7159229219)
604	Leakes Rd	1	1	1	31.376	POINT(144.6554428923 -37.7155571228)	LINESTRING(144.6554623607 -37.7154168403,144.6554234239 -37.7156974050)
605	Leakes Rd	1	1	1	80.859	POINT(144.6549586125 -37.7184120913)	LINESTRING(144.6550607159 -37.7180574917,144.6548565090 -37.7187666893)
606	Leakes Rd	1	1	1	40.234	POINT(144.6556971853 -37.7166856607)	LINESTRING(144.6559233818 -37.7166928089,144.6558464193 -37.7166807100,144.6557400434 -37.7166735992,144.6556380537 -37.7166725891,144.6554711523 -37.7166994019)
607	Taylors Rd	1	1	1	79.764	POINT(144.6568750501 -37.7167481325)	LINESTRING(144.6573177062 -37.7168262205,144.6564323941 -37.7166700444)
608	Western Hwy	3	1	1	19.174	POINT(144.6710829640 -37.7350577621)	LINESTRING(144.6711799130 -37.7350971960,144.6709860150 -37.7350183282)
609	Western Hwy	3	1	1	116.192	POINT(144.6718586339 -37.7353374258)	LINESTRING(144.6724622134 -37.7355498629,144.6712550545 -37.7351249881)
617		1	1	1	18.543	POINT(144.7005578500 -37.7424949194)	LINESTRING(144.7004545440 -37.7425115910,144.7006611560 -37.7424782477)
618		1	1	1	40.535	POINT(144.7005713201 -37.7425909085)	LINESTRING(144.7003409703 -37.7425847890,144.7008016698 -37.7425970279)
619	Hopkins Rd	1	1	1	30.591	POINT(144.7010707192 -37.7415870399)	LINESTRING(144.7010531999 -37.7417238850,144.7010882386 -37.7414501945)
620	Neales Rd W	1	1	1	317.971	POINT(144.7047273491 -37.7413532431)	LINESTRING(144.7029342899 -37.7411700747,144.7065204084 -37.7415364110)
621	Neales Rd W	1	1	1	26.112	POINT(144.7016621811 -37.7411013899)	LINESTRING(144.7018093682 -37.7411167973,144.7015149940 -37.7410859826)
622	Neales Rd W	1	1	1	55.680	POINT(144.7021905526 -37.7411736182)	LINESTRING(144.7025041930 -37.7412077230,144.7018769121 -37.7411395135)
625	Palm Springs Rd	1	1	1	166.486	POINT(144.7383579118 -37.7628303453)	LINESTRING(144.7380226804 -37.7622517250,144.7380143417 -37.7622719472,144.7380063150 -37.7622922437,144.7379988315 -37.7623126659,144.7379919265 -37.7623331725,144.7379854774 -37.7623537755,144.7379795260 -37.7623744707,144.7379741144 -37.7623952542,144.7379711043 -37.7624083334,144.7379684506 -37.7624214632,144.7379660800 -37.7624346287,144.7379639192 -37.7624478150,144.7379619527 -37.7624610400,144.7379602212 -37.7624742869,144.7379587259 -37.7624875518,144.7379574681 -37.7625008307,144.7379564469 -37.7625141217,144.7379556624 -37.7625274241,144.7379551169 -37.7625407340,144.7379548127 -37.7625540473,144.7379547430 -37.7625673414,144.7379549086 -37.7625806364,144.7379553243 -37.7625939276,144.7379560048 -37.7626072105,144.7379570831 -37.7626222622,144.7379584582 -37.7626373005,144.7379601225 -37.7626523207,144.7379620683 -37.7626673180,144.7379643133 -37.7626823114,144.7379668524 -37.7626972770,144.7379696540 -37.7627122140,144.7379726862 -37.7627271214,144.7379759609 -37.7627420080,144.7379794861 -37.7627568599,144.7379832314 -37.7627716786,144.7379871666 -37.7627864655,144.7379912968 -37.7628011994,144.7379956362 -37.7628158964,144.7380001536 -37.7628305604,144.7380048179 -37.7628451949,144.7380082600 -37.7628556817,144.7380118093 -37.7628661466,144.7380154814 -37.7628765848,144.7380192918 -37.7628869914,144.7380232303 -37.7628973852,144.7380272892 -37.7629077509,144.7380315050 -37.7629180766,144.7380359141 -37.7629283507,144.7380404964 -37.7629385607,144.7380452459 -37.7629487243,144.7380501985 -37.7629588261,144.7380553901 -37.7629688509,144.7380607840 -37.7629787881,144.7380663811 -37.7629886573,144.7380722415 -37.7629984281,144.7380784253 -37.7630080700,144.7380887905 -37.7630231367,144.7380996464 -37.7630379915,144.7381109277 -37.7630526494,144.7381225692 -37.7630671252,144.7381346735 -37.7630814108,144.7381472076 -37.7630954671,144.7381600007 -37.7631093821,144.7381728821 -37.7631232436,144.7381858155 -37.7631371369,144.7381988623 -37.7631509653,144.7382121141 -37.7631646687,144.7382256625 -37.7631781872,144.7382419099 -37.7631938249,144.7382584560 -37.7632092691,144.7382753180 -37.7632244972,144.7382925132 -37.7632394869,144.7383167386 -37.7632610074,144.7383409975 -37.7632825992,144.7383665386 -37.7633030288,144.7383946109 -37.7633210630,144.7384263352 -37.7633364874,144.7384599569 -37.7633494095,144.7384947985 -37.7633603963,144.7385301819 -37.7633700148,144.7385630976 -37.7633770830,144.7385966319 -37.7633822990,144.7386304136 -37.7633867742,144.7386746507 -37.7633920596,144.7387162139 -37.7633974780,144.7387490568 -37.7633980889,144.7387792880 -37.7633960476)
626	Palm Springs Rd	1	1	1	168.761	POINT(144.7382691187 -37.7628931486)	LINESTRING(144.7386338543 -37.7635458082,144.7385802713 -37.7635085491,144.7385258633 -37.7634719442,144.7384712491 -37.7634355027,144.7384170474 -37.7633987342,144.7383638768 -37.7633611480,144.7383123562 -37.7633222534,144.7382631043 -37.7632815599,144.7382380886 -37.7632590445,144.7382139449 -37.7632359123,144.7381906495 -37.7632122176,144.7381681788 -37.7631880146,144.7381465089 -37.7631633574,144.7381256164 -37.7631383004,144.7381054774 -37.7631128978,144.7380926691 -37.7630957650,144.7380804766 -37.7630783439,144.7380688508 -37.7630606703,144.7380577423 -37.7630427800,144.7380471022 -37.7630247088,144.7380368812 -37.7630064924,144.7380270301 -37.7629881665,144.7380129692 -37.7629611767,144.7379992954 -37.7629340210,144.7379862104 -37.7629066767,144.7379739160 -37.7628791212,144.7379626140 -37.7628513316,144.7379525062 -37.7628232853,144.7379437943 -37.7627949595,144.7379351813 -37.7627611004,144.7379280878 -37.7627269952,144.7379223998 -37.7626926961,144.7379180037 -37.7626582557,144.7379147855 -37.7626237265,144.7379126315 -37.7625891608,144.7379114278 -37.7625546110,144.7379111413 -37.7625251542,144.7379116574 -37.7624956604,144.7379130796 -37.7624661723,144.7379155117 -37.7624367324,144.7379190573 -37.7624073835,144.7379238201 -37.7623781682,144.7379299038 -37.7623491293,144.7379378685 -37.7623198242,144.7379476304 -37.7622908625,144.7379587275 -37.7622621575,144.7379706976 -37.7622336223)
647	Christies Rd	1	1	1	26.713	POINT(144.7396346274 -37.7577344896)	LINESTRING(144.7396500684 -37.7576150262,144.7396191864 -37.7578539528)
648	Christies Rd	1	1	1	32.851	POINT(144.7395795656 -37.7568769496)	LINESTRING(144.7395677599 -37.7570243322,144.7395913714 -37.7567295667)
649		1	1	1	44.416	POINT(144.7400956138 -37.7566156763)	LINESTRING(144.7403394431 -37.7566389059,144.7401829926 -37.7565934258,144.7400181287 -37.7565940122,144.7398497145 -37.7566270887)
651		1	1	1	66.775	POINT(144.7391518780 -37.7556660875)	LINESTRING(144.7387944909 -37.7555738122,144.7390054729 -37.7556284029,144.7390792246 -37.7556546738,144.7391532882 -37.7556803453,144.7392281319 -37.7557045180,144.7392738359 -37.7557189233,144.7393197400 -37.7557330854,144.7393662669 -37.7557455167,144.7394138392 -37.7557547295,144.7394307227 -37.7557566519,144.7394477837 -37.7557575622,144.7394649028 -37.7557575817,144.7394819603 -37.7557568313,144.7394967203 -37.7557552583,144.7395113222 -37.7557528074)
652	Caroline Springs Blvd	1	1	1	25.286	POINT(144.7398212837 -37.7554840957)	LINESTRING(144.7398323210 -37.7553707572,144.7398102464 -37.7555974341)
663	Ballarat Rd  Western Hwy	1	1	1	58.191	POINT(144.7443478137 -37.7579517388)	LINESTRING(144.7446529676 -37.7580528427,144.7440426597 -37.7578506347)
669	Ballarat Rd  Western Hwy	1	1	1	31.565	POINT(144.7466269706 -37.7587256364)	LINESTRING(144.7467904296 -37.7587842280,144.7464635116 -37.7586670447)
670	Ballarat Rd  Western Hwy	1	1	1	9.201	POINT(144.7469038282 -37.7588283087)	LINESTRING(144.7469511080 -37.7588460189,144.7468565485 -37.7588105984)
671	Panamax Rd	1	1	1	255.784	POINT(144.7468861996 -37.7603748948)	LINESTRING(144.7471128567 -37.7592616045,144.7468930999 -37.7595560637,144.7468562255 -37.7596233601,144.7466649361 -37.7615016327)
673	Chisholm Dr	83	1	1	23.307	POINT(144.7484922100 -37.7589683887)	LINESTRING(144.7485089266 -37.7588637621,144.7484976756 -37.7589520818,144.7484752631 -37.7590715518)
676	Melton Hwy	1	1	1	23.216	POINT(144.6059449335 -37.6873219121)	LINESTRING(144.6059767136 -37.6872205209,144.6059131534 -37.6874233032)
677	Melton Hwy	1	1	1	30.715	POINT(144.6060509680 -37.6870517464)	LINESTRING(144.6060945314 -37.6869179094,144.6060074046 -37.6871855833)
678	Zone connector	1	1	1	25.678	POINT(144.6061233778 -37.6876639665)	LINESTRING(144.6062662325 -37.6876878224,144.6059805230 -37.6876401106)
680	Melton Hwy	1	1	1	17.211	POINT(144.6055654500 -37.6879994123)	LINESTRING(144.6055425480 -37.6880747026,144.6055883521 -37.6879241218)
681	Gateway Dr	1	1	1	218.268	POINT(144.6042451548 -37.6876370572)	LINESTRING(144.6034817582 -37.6880691288,144.6036522032 -37.6872215849,144.6037595342 -37.6872408499,144.6047302706 -37.6873911752,144.6050251468 -37.6874274636)
682		1	1	1	11.817	POINT(144.6038657857 -37.6974683758)	LINESTRING(144.6039262413 -37.6974451792,144.6038053300 -37.6974915725)
848		1	1	1	20.257	POINT(144.6033319783 -37.6977175774)	LINESTRING(144.6033505941 -37.6978075143,144.6033133626 -37.6976276403)
849		1	1	1	19.672	POINT(144.7469855363 -37.7591237209)	LINESTRING(144.7469643833 -37.7592105559,144.7470066894 -37.7590368859)
850		1	1	1	25.768	POINT(144.7481132971 -37.7590879061)	LINESTRING(144.7479732650 -37.7590619628,144.7480077196 -37.7590716321,144.7480426129 -37.7590804696,144.7480778900 -37.7590884216,144.7481134961 -37.7590954342,144.7481493765 -37.7591014534,144.7481854763 -37.7591064255,144.7482217408 -37.7591102965,144.7482581151 -37.7591130127)
859		83	1	1	16.977	POINT(144.7484877545 -37.7591504396)	LINESTRING(144.7484945684 -37.7590743132,144.7484809407 -37.7592265658)
860		1	1	1	27.587	POINT(144.7474375196 -37.7592080752)	LINESTRING(144.7475888747 -37.7592351006,144.7475513634 -37.7592261399,144.7475136104 -37.7592177201,144.7474756333 -37.7592098954,144.7474374498 -37.7592027196,144.7473990775 -37.7591962469,144.7473605340 -37.7591905314,144.7473218371 -37.7591856270,144.7472830044 -37.7591815879)
861		1	1	1	25.018	POINT(144.7398948529 -37.7558190461)	LINESTRING(144.7398731645 -37.7557078927,144.7399165413 -37.7559301995)
862		1	1	1	47.449	POINT(144.6034795030 -37.6976049058)	LINESTRING(144.6034393512 -37.6978160008,144.6035196549 -37.6973938103)
863	Leakes Rd	1	1	1	90.769	POINT(144.6511570797 -37.7245994298)	LINESTRING(144.6512910664 -37.7241969717,144.6512748106 -37.7242678895,144.6511403580 -37.7246975271,144.6510362988 -37.7249437638,144.6510159811 -37.7249827102)
864	Leakes Rd	1	1	1	50.994	POINT(144.6523930001 -37.7278690469)	LINESTRING(144.6525407520 -37.7280663632,144.6522452482 -37.7276717300)
865	Leakes Rd	1	1	1	120.306	POINT(144.6555096124 -37.7147930329)	LINESTRING(144.6555507093 -37.7142528810,144.6554685155 -37.7153331808)
875		139	1	1	19.981	POINT(144.6045185766 -37.6906330055)	LINESTRING(144.6044752352 -37.6907202886,144.6044864783 -37.6906802737,144.6045042257 -37.6906417623,144.6045281735 -37.6906054134,144.6045579121 -37.6905718491,144.6045714425 -37.6905601789)
877		1	1	1	11.351	POINT(144.7010064234 -37.7478573562)	LINESTRING(144.7009887453 -37.7479074791,144.7009992213 -37.7478744842,144.7010113028 -37.7478418211,144.7010249629 -37.7478095625)
879		1	1	1	10.685	POINT(144.7398460953 -37.7525065451)	LINESTRING(144.7398272162 -37.7525577070,144.7398303715 -37.7525386554,144.7398366448 -37.7525200925,144.7398459290 -37.7525023358,144.7398580651 -37.7524856891,144.7398728455 -37.7524704373)
880		1	1	1	21.138	POINT(144.7388172602 -37.7634223269)	LINESTRING(144.7387569666 -37.7635052737,144.7387697003 -37.7634801736,144.7387842439 -37.7634555891,144.7388005055 -37.7634316153,144.7388183926 -37.7634083478,144.7388378133 -37.7633858818,144.7388586752 -37.7633643128,144.7388808862 -37.7633437361)
881		1	1	1	32.687	POINT(144.6555817497 -37.7161512127)	LINESTRING(144.6555401394 -37.7160081731,144.6555622505 -37.7160767054,144.6555720841 -37.7161278425,144.6555887349 -37.7161735194,144.6556052280 -37.7162342641,144.6556232783 -37.7162945150)
883	Ballarat Rd  Western Hwy	1	1	1	5.320	POINT(144.7469555644 -37.7586686929)	LINESTRING(144.7469300299 -37.7586558683,144.7469810990 -37.7586815176)
884	Ballarat Rd  Western Hwy	1	1	1	27.651	POINT(144.7490520122 -37.7597905697)	LINESTRING(144.7491871341 -37.7598541168,144.7489168904 -37.7597270227)
885	Ballarat Rd  Western Hwy	1	1	1	28.263	POINT(144.7487430077 -37.7596473157)	LINESTRING(144.7488827807 -37.7597100083,144.7486032347 -37.7595846230)
887	Caroline Springs Blvd	1	1	1	20.653	POINT(144.7396984582 -37.7550733665)	LINESTRING(144.7396911045 -37.7551660313,144.7397058119 -37.7549807015)
888	Ballarat Rd  Western Hwy	1	1	1	29.561	POINT(144.7413690190 -37.7569210211)	LINESTRING(144.7415227661 -37.7569747227,144.7412152719 -37.7568673194)
889	Christies Rd	1	1	1	31.966	POINT(144.7396075622 -37.7565774131)	LINESTRING(144.7395923247 -37.7567206076,144.7396227996 -37.7564342182)
890	Christies Rd	1	1	1	46.090	POINT(144.7396743286 -37.7573891554)	LINESTRING(144.7396967675 -37.7571830980,144.7396840130 -37.7572896624,144.7396519728 -37.7575959539)
891	Christies Rd	1	1	1	27.257	POINT(144.7394653192 -37.7582498053)	LINESTRING(144.7394604740 -37.7583722752,144.7394701644 -37.7581273352)
893	Ballarat Rd  Western Hwy	1	1	1	24.659	POINT(144.7471096575 -37.7587407216)	LINESTRING(144.7469883745 -37.7586851005,144.7472309405 -37.7587963425)
894	Hopkins Rd	1	1	1	212.128	POINT(144.7028380002 -37.7508283817)	LINESTRING(144.7025614761 -37.7499042079,144.7026273072 -37.7500327541,144.7027478771 -37.7503974682,144.7028949877 -37.7508904942,144.7030266875 -37.7513873985,144.7031122593 -37.7517587138)
895	Hopkins Rd	1	1	1	31.911	POINT(144.7024803386 -37.7500198407)	LINESTRING(144.7025523379 -37.7501515274,144.7024083392 -37.7498881538)
897	Hopkins Rd	1	1	1	35.638	POINT(144.7011289643 -37.7412902047)	LINESTRING(144.7011074566 -37.7414495402,144.7011504720 -37.7411308689)
898	Western Hwy	3	1	1	266.369	POINT(144.6658313577 -37.7321282440)	LINESTRING(144.6670541803 -37.7328349936,144.6646085352 -37.7314214875)
899	Melton Hwy	139	1	1	37.791	POINT(144.6046149045 -37.6912138589)	LINESTRING(144.6046398645 -37.6913868932,144.6046419509 -37.6913536138,144.6046428235 -37.6913202045,144.6046423558 -37.6912867465,144.6046404210 -37.6912533207,144.6046368926 -37.6912200085,144.6046316439 -37.6911868910,144.6046245484 -37.6911540492,144.6045842246 -37.6910526667)
900	High St	139	1	1	39.995	POINT(144.6043139412 -37.6904409253)	LINESTRING(144.6041038895 -37.6904038602,144.6041553140 -37.6904220965,144.6042085629 -37.6904369591,144.6042632775 -37.6904487801,144.6043190993 -37.6904578918,144.6043756694 -37.6904646263,144.6044326294 -37.6904693159,144.6044896205 -37.6904722928,144.6045462840 -37.6904738892)
901	Melton Hwy	139	1	1	91.784	POINT(144.6051624048 -37.6900683135)	LINESTRING(144.6052276613 -37.6896628228,144.6051147138 -37.6900840013,144.6051115184 -37.6900958944,144.6051085776 -37.6901078190,144.6051062730 -37.6901198223,144.6051023458 -37.6901475958,144.6050994339 -37.6901754712,144.6050980287 -37.6902033893,144.6050986213 -37.6902312909,144.6051054279 -37.6902876301,144.6051168659 -37.6903435947,144.6051301566 -37.6903994094,144.6051446641 -37.6904756505)
907	Melton Hwy	1	1	1	136.286	POINT(144.7016345506 -37.7394790705)	LINESTRING(144.7017240747 -37.7388703720,144.7015450266 -37.7400877641)
908	Melton Hwy	1	1	1	81.709	POINT(144.7014865869 -37.7404648531)	LINESTRING(144.7015425218 -37.7401001319,144.7014306521 -37.7408295725)
910	Melton Hwy	1	1	1	222.739	POINT(144.7013007419 -37.7398615521)	LINESTRING(144.7011423032 -37.7408552046,144.7014591806 -37.7388678863)
911		1	1	1	150.399	POINT(144.7016349931 -37.7571133063)	LINESTRING(144.7007943839 -37.7569972936,144.7018753628 -37.7571683650,144.7024783964 -37.7572289578)
912		1	1	1	157.476	POINT(144.7016412855 -37.7572373460)	LINESTRING(144.7025226720 -37.7573654908,144.7019587794 -37.7573020591,144.7007622560 -37.7571088784)
913	Hopkins Rd	1	1	1	12.697	POINT(144.7028598104 -37.7577665228)	LINESTRING(144.7028499909 -37.7578230681,144.7028696299 -37.7577099776)
914	Hopkins Rd	1	1	1	15.841	POINT(144.7028234085 -37.7575757251)	LINESTRING(144.7028401760 -37.7576458501,144.7028296026 -37.7575991184,144.7028184176 -37.7575524746,144.7028065601 -37.7575059366)
915	Hopkins Rd	1	1	1	470.918	POINT(144.7031324244 -37.7538316453)	LINESTRING(144.7032366925 -37.7559391407,144.7032970806 -37.7553533584,144.7033188718 -37.7547652212,144.7033054657 -37.7541759634,144.7032603064 -37.7535863725,144.7031868368 -37.7529972340,144.7030884978 -37.7524093327,144.7029687288 -37.7518234526,144.7029456333 -37.7517257010)
916	Hopkins Rd	1	1	1	19.787	POINT(144.7027963078 -37.7571616739)	LINESTRING(144.7026859995 -37.7571791632,144.7029066161 -37.7571441846)
917	Hopkins Rd	1	1	1	15.248	POINT(144.7033102182 -37.7560669452)	LINESTRING(144.7033205240 -37.7559988870,144.7032999125 -37.7561350033)
919	Hopkins Rd	1	1	1	42.400	POINT(144.7032404595 -37.7563541135)	LINESTRING(144.7032724017 -37.7561651884,144.7032085173 -37.7565430381)
920	Hopkins Rd	1	1	1	26.327	POINT(144.7027175577 -37.7572475010)	LINESTRING(144.7025684672 -37.7572376972,144.7026641050 -37.7572440982,144.7027597428 -37.7572504993,144.7028668216 -37.7572572936)
921		1	1	1	17.703	POINT(144.7029108872 -37.7576026315)	LINESTRING(144.7028950654 -37.7576812213,144.7029267090 -37.7575240416)
922		1	1	1	127.182	POINT(144.7027076206 -37.7590854717)	LINESTRING(144.7026296921 -37.7596533106,144.7027332138 -37.7590252433,144.7027854476 -37.7585168693)
923		1	1	1	17.955	POINT(144.7027802620 -37.7583939117)	LINESTRING(144.7027698345 -37.7584742008,144.7027906895 -37.7583136224)
924		1	1	1	129.276	POINT(144.7028020780 -37.7590814752)	LINESTRING(144.7028818088 -37.7585037752,144.7027223472 -37.7596591707)
925	Melton Hwy	1	1	1	18.461	POINT(144.6056230295 -37.6878066668)	LINESTRING(144.6055982925 -37.6878873934,144.6056477665 -37.6877259401)
926		1	1	2	8.331	POINT(144.6054699875 -37.6875959586)	LINESTRING(144.6055103536 -37.6876155745,144.6054296213 -37.6875763428)
927		1	1	1	21.675	POINT(144.6061517350 -37.6877357844)	LINESTRING(144.6062735291 -37.6877208757,144.6060299410 -37.6877506930)
928	Melton Hwy	1	1	1	22.445	POINT(144.6045475499 -37.6925704105)	LINESTRING(144.6045642421 -37.6924702930,144.6045308576 -37.6926705279)
929		1	1	1	22.613	POINT(144.6060883987 -37.6873341481)	LINESTRING(144.6060843815 -37.6872324449,144.6060864545 -37.6872731076,144.6060877999 -37.6873137941,144.6060889123 -37.6873544880,144.6060902864 -37.6873951732,144.6060924168 -37.6874358335)
930		1	1	1	19.612	POINT(144.7015921277 -37.7411817619)	LINESTRING(144.7017001247 -37.7411597974,144.7014841306 -37.7412037264)
931	Taylors Rd	1	1	1	132.468	POINT(144.6579338576 -37.7168242871)	LINESTRING(144.6572059842 -37.7166691544,144.6578258450 -37.7167934319,144.6586601788 -37.7169797483)
932	Leakes Rd	1	1	1	21.711	POINT(144.6549767369 -37.7166609735)	LINESTRING(144.6549612356 -37.7167578516,144.6549922382 -37.7165640952)
933		1	1	1	6.987	POINT(144.7485813975 -37.7595180096)	LINESTRING(144.7486154335 -37.7595342085,144.7485473616 -37.7595018107)
934		1	1	1	11.521	POINT(144.7484087626 -37.7594343723)	LINESTRING(144.7484656925 -37.7594599933,144.7483518327 -37.7594087512)
935		1	1	1	153.162	POINT(144.6040560321 -37.6951600479)	LINESTRING(144.6041678821 -37.6944766575,144.6039441822 -37.6958434320)
936	Western Hwy	3	1	1	76.772	POINT(144.6417255419 -37.7173838870)	LINESTRING(144.6420433754 -37.7176205776,144.6414077085 -37.7171471958)
938	Leakes Rd	1	1	1	42.158	POINT(144.6548988217 -37.7170333552)	LINESTRING(144.6548723494 -37.7172218112,144.6549252940 -37.7168448987)
940		1	1	1	11.165	POINT(144.6505442757 -37.7252602907)	LINESTRING(144.6505201287 -37.7253067284,144.6505684227 -37.7252138530)
941	Leakes Rd	1	1	1	18.141	POINT(144.6504223360 -37.7254466118)	LINESTRING(144.6503781726 -37.7255203393,144.6504664994 -37.7253728842)
942	Western Hwy	3	1	1	104.339	POINT(144.6216920279 -37.7030429283)	LINESTRING(144.6221329235 -37.7033569903,144.6212511324 -37.7027288650)
943	Western Hwy	3	1	1	854.971	POINT(144.6642459690 -37.7307166506)	LINESTRING(144.6603398108 -37.7284279181,144.6681521272 -37.7330053124)
944	Western Hwy	3	1	1	63.068	POINT(144.6706727172 -37.7344704576)	LINESTRING(144.6703714310 -37.7343166545,144.6709740034 -37.7346242605)
946		3	1	1	31.850	POINT(144.7000340339 -37.7425603610)	LINESTRING(144.6998532473 -37.7425565816,144.6998676157 -37.7425569526,144.6999062517 -37.7425579213,144.6999448848 -37.7425588733,144.6999835182 -37.7425598212,144.7000221530 -37.7425607277,144.7000607906 -37.7425615556,144.7000994191 -37.7425622737,144.7001380500 -37.7425629090,144.7001766819 -37.7425635112,144.7002153134 -37.7425641300)
948	Hopkins Rd	1	1	1	74.429	POINT(144.7031509395 -37.7568835852)	LINESTRING(144.7032070106 -37.7565519496,144.7030948685 -37.7572152194)
949	Western Fwy	2	2	1	33.834	POINT(144.7279153935 -37.7519916091)	LINESTRING(144.7277385955 -37.7519316477,144.7280921915 -37.7520515704)
950	Caroline Springs Blvd	1	1	1	25.907	POINT(144.7399660601 -37.7536710294)	LINESTRING(144.7399752990 -37.7535547941,144.7399568212 -37.7537872646)
952	Western Hwy	2	2	1	65.710	POINT(144.7277867186 -37.7523238556)	LINESTRING(144.7281258961 -37.7524480938,144.7278964804 -37.7523661187,144.7274480859 -37.7521994185)
953	Western Fwy	3	1	1	114.432	POINT(144.7161624324 -37.7494416955)	LINESTRING(144.7168037471 -37.7495521447,144.7155333281 -37.7493293152)
954	Western Fwy	3	1	1	562.655	POINT(144.7199182332 -37.7501441169)	LINESTRING(144.7230276449 -37.7507355926,144.7220340961 -37.7505273014,144.7206427983 -37.7502754107,144.7168068637 -37.7495530260)
955	Western Fwy	2	2	1	37.363	POINT(144.6847208816 -37.7395935727)	LINESTRING(144.6849232354 -37.7396447274,144.6845185278 -37.7395424179)
956	Ferris Rd  Melton Hwy	1	1	1	24.821	POINT(144.6041238603 -37.6940017596)	LINESTRING(144.6041085245 -37.6941127739,144.6041391962 -37.6938907451)
957	Ferris Rd	1	1	1	31.902	POINT(144.6033634510 -37.6980183902)	LINESTRING(144.6033563050 -37.6981636188,144.6034063503 -37.6978793113)
961	Christies Rd	1	1	1	19.781	POINT(144.7395401067 -37.7591279381)	LINESTRING(144.7395467478 -37.7590391718,144.7395334657 -37.7592167043)
